,TagTog,Text
2145,Surprise,"S'il est vrai que tu sois Odysseus l'Ithakèsien revenu ici, tu as bien parlé en disant que les Akhaiens ont commis des actions iniques dans tes demeures et dans tes champs"
2146,Disgust,"Mais le voici gisant celui qui a été cause de tout. C'est Antinoos qui a été cause de tout, non parce qu'il désirait ses noces, mais ayant d'autres desseins que le Kroniôn ne lui a point permis d'accomplir. Il voulait régner sur le peuple d'Ithakè bien bâtie et tendait des embûches à ton fils pour le tuer"
2147,Fear,"Maintenant qu'il a été tué justement, aie pitié de tes concitoyens. Bientôt nous t'apaiserons devant le peuple. Nous te payerons tout ce que nous avons bu et mangé dans tes demeures. Chacun de nous t'amènera vingt boeufs, de l'airain et de l'or, jusqu'à ce que ton âme soit satisfaite. Mais avant que cela soit fait, ta colère est juste"
2148,Angry,"Eurymakhos, même si vous m'apportiez tous vos biens paternels et tout ce que vous possédez maintenant, mes mains ne s'abstiendraient pas du carnage avant d'avoir châtié l'insolence de tous les prétendants. Choisissez, ou de me combattre, ou de fuir, si vous le pouvez, la kèr et la mort. Mais je ne pense pas qu'aucun de vous échappe à la noire destinée"
2149,Fear,"Ô amis, cet homme ne retiendra pas ses mains inévitables, ayant saisi l'arc poli et le carquois, et tirant ses flèches du seuil de la salle, jusqu'à ce qu'il nous ait tués tous"
2150,Angry,"Souvenons-nous donc de combattre ; tirez vos épées, opposez les tables aux flèches rapides, jetons-nous tous sur lui, et nous le chasserons du seuil et des portes, et nous irons par la ville, soulevant un grand tumulte, et, bientôt, cet homme aura tiré sa dernière flèche"
2151,Fear,"Ô père, je vais t'apporter un bouclier et deux lances et un casque d'airain adapté à tes tempes. Moi-même je m'armerai, ainsi que le porcher et le bouvier, car il vaut mieux nous armer"
2152,Calmness,"Apporte-les en courant ; tant que j'aurai des flèches pour combattre, ils ne m'éloigneront pas des portes, bien que je sois seul"
2153,Fear,"Ô amis, quelqu'un ne pourrait-il pas monter à cette porte, afin de parler au peuple et d'exciter un grand tumulte ?"
2154,Fear,"Cela ne se peut, divin Agélaos. L'entrée de la belle porte de la cour est étroite et difficile à passer, et un seul homme vigoureux nous arrêterait tous"
2155,Calmness,"Mais je vais vous apporter des armes de la chambre haute ; c'est là, je pense, et non ailleurs, qu'Odysseus et son illustre fils les ont déposées"
2156,Fear,"Tèlémakhos, voici qu'une des femmes de la maison, ou Mélanthios, nous expose à un danger terrible"
2157,Sadness,"Ô père, c'est moi qui ai failli, et aucun autre n'est cause de ceci, car j'ai laissé ouverte la porte solide de la chambre haute, et la sentinelle des prétendants a été plus vigilante que moi"
2158,Angry,"Divin Laertiade, subtil Odysseus, ce méchant homme que nous soupçonnions retourne dans la chambre haute. Dis-moi la vérité ; le tuerai-je, si je suis le plus fort, ou te l'amènerai-je pour qu'il expie toutes les actions exécrables qu'il a commises dans ta demeure ?"
2159,Calmness,"Certes, Tèlémakhos et moi nous contiendrons les prétendants insolents, malgré leur fureur"
2160,Angry,"Vous, liez-lui les pieds et les mains, jetez-le dans la chambre, et, avant de fermer les portes derrière vous, enchaînez-le et suspendez-le à une haute colonne, afin que, vivant longtemps, il subisse de cruelles douleurs"
2161,Joy,"Maintenant, Mélanthios, tu vas faire sentinelle toute la nuit, couché dans ce lit moelleux, comme il est juste. Éôs au thrône d'or ne t'échappera pas quand elle sortira des flots d'Okéanos, à l'heure où tu amènes tes chèvres aux prétendants pour préparer leur repas"
2162,Fear,"Mentôr, éloigne de nous le danger et souviens-toi de ton cher compagnon qui t'a comblé de biens, car tu es de mon âge"
2163,Angry,"Mentôr, qu'Odysseus ne te persuade pas de combattre les prétendants, et de lui venir en aide. Je pense que notre volonté s'accomplira quand nous aurons tué le père et le fils. Tu seras tué avec eux, si tu songes à les aider, et tu le payeras de ta tête. Quand nous aurons dompté vos fureurs avec l'airain, nous confondrons tes richesses avec celles d'Odysseus, et nous ne laisserons vivre dans tes demeures ni tes fils, ni tes filles, ni ta femme vénérable !"
2164,Calmness,"Odysseus, tu n'as plus ni la vigueur, ni le courage que tu avais quand tu combattis neuf ans, chez les Troiens, pour Hélénè aux bras blancs née d'un père divin. Tu as tué, dans la rude mêlée, de nombreux guerriers, et c'est par tes conseils que la ville aux larges rues de Priamos a été prise"
2165,Disgust,"Pourquoi, maintenant que tu es revenu dans tes demeures, au milieu de tes richesses, cesses-tu d'être brave en face des prétendants ?"
2166,Angry,"Allons, cher ! tiens-toi près de moi ; regarde-moi combattre, et vois si, contre tes ennemis, Mentôr Alkimide reconnaît le bien que tu lui as fait !"
2167,Angry,"Ô amis, cet homme va retenir ses mains inévitables. Déjà Mentôr qui était venu proférant de vaines bravades les a laissés seuls sur le seuil de la porte. C'est pourquoi lancez tous ensemble vos longues piques. Allons ! lançons-en six d'abord. Si Zeus nous accorde de frapper Odysseus et nous donne cette gloire, nous aurons peu de souci des autres, si celui-là tombe"
2168,Angry,"Ô amis, c'est à moi maintenant et à vous. Lançons nos piques dans la foule des prétendants, qui, en nous tuant, veulent mettre le comble aux maux qu'ils ont déjà causés"
2169,Angry,"Ô Polytherside, ami des injures, il faut cesser de parler avec arrogance et laisser faire les dieux, car ils sont les plus puissants. Voici le salaire du coup que tu as donné au divin Odysseus tandis qu'il mendiait dans sa demeure"
2170,Fear,"Je te supplie, Odysseus ! Écoute, prends pitié de moi ! je te le jure, jamais je n'ai, dans tes demeures, dit une parole outrageante aux femmes, ni commis une action inique, et j'arrêtais les autres prétendants quand ils en voulaient commettre ; mais ils ne m'obéissaient point et ne s'abstenaient point de violences, et c'est pourquoi ils ont subi une honteuse destinée en expiation de leur folie. Mais moi, leur sacrificateur, qui n'ai rien fait, mourrai-je comme eux ? Ainsi, à l'avenir, les bonnes actions n'auront plus de récompense !"
2171,Disgust,"Si, comme tu le dis, tu as été leur sacrificateur, n'as-tu pas souvent souhaité que mon retour dans la patrie n'arrivât jamais ? N'as-tu pas souhaité ma femme bien-aimée et désiré qu'elle enfantât des fils de toi ?"
2172,Angry,C'est pourquoi tu n'éviteras pas la lugubre mort !
2173,Fear,"Je te supplie, Odysseus ! Écoute, et prends pitié de moi ! Une grande douleur te saisirait plus tard, si tu tuais un aoide qui chante les dieux et les hommes. Je me suis instruit moi-même, et un dieu a mis tous les chants dans mon esprit. Je veux te chanter toi-même comme un dieu, c'est pourquoi, ne m'égorge donc pas. Tèlémakhos, ton cher fils, te dira que ce n'a été ni volontairement, ni par besoin, que je suis venu dans ta demeure pour y chanter après le repas des prétendants. Étant nombreux et plus puissants, ils m'y ont amené de force"
2174,Calmness,"Arrête ; ne frappe point de l'airain un innocent. Nous sauverons aussi le héraut Médôn, qui, depuis que j'étais enfant, a toujours pris soin de moi dans notre demeure, si toutefois Philoitios ne l'a point tué, ou le porcher, ou s'il ne t'a point rencontré tandis que tu te ruais dans la salle"
2175,Fear,"Ô ami, je suis encore ici. Arrête ! Dis à ton père qu'il n'accable point ma faiblesse de sa force et de l'airain aigu, étant encore irrité contre les prétendants qui ont dévoré ses richesses dans ses demeures et qui t'ont méprisé comme des insensés"
2176,Joy,"Prends courage, puisque déjà Tèlémakhos t'a sauvé, afin que tu saches dans ton âme et que tu dises aux autres qu'il vaut mieux faire le bien que le mal"
2177,Calmness,"Mais sortez tous deux de la maison et asseyez-vous dans la cour, loin du carnage, toi et l'illustre aoide, tandis que j'achèverai de faire ici ce qu'il faut"
2178,Joy,"Vieille femme, réjouis-toi dans ton âme et ne hurle pas. Il n'est point permis d'insulter des hommes morts. La moire des dieux et leurs actions impies ont dompté ceux-ci"
2179,Disgust,"Ils n'honoraient aucun de ceux qui venaient à eux, parmi les hommes terrestres, ni le bon, ni le mauvais. C'est pourquoi ils ont subi une mort honteuse, à cause de leurs violences"
2180,Angry,"Mais, allons ! indique-moi les femmes qui sont dans cette demeure, celles qui m'ont outragé et celles qui n'ont point failli"
2181,Fear,"Mon enfant, je te dirai la vérité. Tu as dans tes demeures cinquante femmes que nous avons instruites aux travaux, à tendre les laines et à supporter la servitude"
2182,Disgust,"Douze d'entre elles se sont livrées à l'impudicité. Elles ne m'honorent point, ni Pènélopéia elle-même"
2183,Angry,"Ne l'éveille pas encore. Ordonne aux femmes de venir ici, et d'abord celles qui ont commis de mauvaises actions."
2184,Disgust,"Commencez à emporter les cadavres et donnez des ordres aux femmes. Puis, avec de l'eau et des éponges poreuses purifiez les beaux thrônes et les tables. Après que vous aurez tout rangé dans la salle, conduisez les femmes, hors de la demeure, entre le dôme et le mur de la cour, et frappez-les de vos longues épées aiguës, jusqu'à ce qu'elles aient toutes rendu l'âme et oublié Aphroditè qu'elles goûtaient en secret, en se livrant en secret aux prétendants"
2185,Angry,"Je n'arracherai point, par une mort non honteuse, l'âme de ces femmes qui répandaient l'opprobre sur ma tête et sur celle de ma mère et qui couchaient avec les prétendants"
2186,Calmness,"Vieille femme, apporte-moi du soufre qui guérit les maux, et apporte aussi du feu, afin que je purifie la maison. Ordonne à Pènélopéia de venir ici avec ses servantes. Que toutes les servantes viennent ici"
2187,Joy,"Certes, mon enfant, tu as bien parlé ; mais je vais t'apporter des vêtements, un manteau et une tunique"
2188,Sadness,"Ne reste pas dans tes demeures, tes larges épaules ainsi couvertes de haillons, car ce serait honteux"
2189,Calmness,Apporte d'abord du feu dans cette salle
2190,Calmness,"Eumaios, certes, un de tes compagnons approche, ou un homme bien connu, car les chiens n'aboient point, et ils remuent la queue, et j'entends un bruit de pas"
2191,Joy,"Tu es donc revenu, Tèlémakhos, douce lumière. Je pensais que je ne te reverrais plus, depuis ton départ pour Pylos. Hâte-toi d'entrer, cher enfant, afin que je me délecte à te regarder, toi qui reviens de loin. Car tu ne viens pas souvent dans tes champs et vers tes pâtres ; mais tu restes loin d'eux, et il te plaît de surveiller la multitude funeste des prétendants"
2192,Disgust,"Certes, peut-être le lit d'Odysseus, étant abandonné, reste-t-il en proie aux araignées immondes"
2193,Sadness,"Ta mère est restée, avec un coeur patient, dans tes demeures ; elle pleure nuit et jour, accablée de chagrins"
2194,Calmness,"Assieds-toi, ô étranger. Je trouverai un autre siège dans cette étable, et voici un homme qui me le préparera"
2195,Surprise,"Dis-moi, père, d'où vient cet étranger ? Comment des marins l'ont-ils amené à Ithakè ? Qui se glorifie-t-il d'être ? Car je ne pense pas qu'il soit venu ici à pied"
2196,Calmness,"Certes, mon enfant, je te dirai la vérité. Il se glorifie d'être né dans la grande Krètè. Il dit qu'en errant il a parcouru de nombreuses villes des hommes, et, sans doute, un dieu lui a fait cette destinée. Maintenant, s'étant échappé d'une nef de marins Thesprôtes, il est venu dans mon étable, et je te le confie. Fais de lui ce que tu veux. Il dit qu'il est ton suppliant"
2197,Sadness,"Eumaios, certes, tu as prononcé une parole douloureuse. Comment le recevrais-je dans ma demeure ? Je suis jeune et je ne pourrais réprimer par la force de mes mains un homme qui l'outragerait le premier. L'esprit de ma mère hésite, et elle ne sait si, respectant le lit de son mari et la voix du peuple, elle restera dans sa demeure pour en prendre soin, ou si elle suivra le plus illustre d'entre les Akhaiens qui l'épousera et lui fera de nombreux présents"
2198,Fear,"Mais je ne le laisserai point approcher des prétendants, car ils ont une grande insolence, de peur qu'ils l'outragent, ce qui me serait une amère douleur. Que pourrait faire l'homme le plus vigoureux contre un si grand nombre ? Ils seront toujours les plus forts"
2199,Sadness,"mi, certes, puisqu'il m'est permis de répondre, mon coeur est déchiré de t'entendre dire que les prétendants, malgré toi, et tel que te voilà, commettent de telles iniquités dans tes demeures. Dis-moi si tu leur cèdes volontairement, ou si les peuples, obéissant aux dieux, te haïssent ? Accuses-tu tes frères ? Car c'est sur leur appui qu'il faut compter, quand une dissension publique s'élève"
2200,Angry,"Plût aux dieux que je fusse jeune comme toi, étant plein de courage, ou que je fusse le fils irréprochable d'Odysseus, ou lui-même, et qu'il revînt, car tout espoir n'en est point perdu ! Je voudrais qu'un ennemi me coupât la tête, si je ne partais aussitôt pour la demeure du Laertiade Odysseus, pour être leur ruine à tous ! Et si, étant seul, leur multitude me domptait, j'aimerais mieux être tué dans mes demeures que de voir ces choses honteuses : mes hôtes maltraités, mes servantes misérablement violées dans mes belles demeures, mon vin épuisé, mes vivres dévorés effrontément, et cela pour un dessein inutile qui ne s'accomplira point !"
2201,Calmness,"Étranger, je te dirai la vérité. Le peuple n'est point irrité contre moi, et je n'accuse point de frères sur l'appui desquels il faut compter, quand une dissension publique s'élève"
2202,Disgust,"Et, maintenant, de nombreux ennemis sont dans ma demeure. Ceux qui dominent dans les îles, à Doulikhios, à Samè, à Zakynthos couverte de bois, et ceux qui dominent dans l'âpre Ithakè, tous recherchent ma mère et ruinent ma maison. Et ma mère ne refuse ni n'accepte ces noces odieuses ; et tous mangent mes biens, ruinent ma maison, et bientôt ils me tueront moi-même"
2203,Calmness,"Mais, certes, ces choses sont sur les genoux des dieux. Va, père Eumaios, et dis à la prudente Pènélopéia que je suis sauvé et revenu de Pylos. Je resterai ici. Reviens, n'ayant parlé qu'à elle seule ; et qu'aucun des autres Akhaiens ne t'entende, car tous méditent ma perte"
2204,Sadness,"J'entends et je comprends ce que tu m'ordonnes de faire. Mais dis-moi la vérité, et si, dans ce même voyage, je porterai cette nouvelle à Laertès qui est malheureux. Auparavant, bien que gémissant sur Odysseus, il surveillait les travaux, et, quand son âme le lui ordonnait, il buvait et mangeait avec ses serviteurs dans sa maison ; mais depuis que tu es parti sur une nef pour Pylos, on dit qu'il ne boit ni ne mange et qu'il ne surveille plus les travaux, mais qu'il reste soupirant et gémissant, et que son corps se dessèche autour de ses os"
2205,Sadness,"Cela est très triste ; mais cependant ne va pas à lui malgré sa douleur. Si les destinées pouvaient être choisies par les hommes, nous nous choisirions le jour du retour de mon père. Reviens donc après avoir parlé à ma mère, et ne t'éloigne pas vers Laertès et vers ses champs ; mais dis à ma mère d'envoyer promptement, et en secret, l'intendante annoncer mon retour au vieillard"
2206,Calmness,"Divin Laertiade, subtil Odysseus, parle maintenant à ton fils et ne lui cache rien, afin de préparer le carnage et la mort des prétendants et d'aller à la ville. Je ne serai pas longtemps loin de vous et j'ai hâte de combattre"
2207,Surprise,"Étranger, tu m'apparais tout autre que tu étais auparavant ; tu as d'autres vêtements et ton corps n'est plus le même"
2208,Fear,"Si tu es un des dieux qui habitent le large Ouranos, apaise-toi. Nous t'offrirons de riches sacrifices et nous te ferons des présents d'or. Épargne-nous"
2209,Surprise,Je ne suis point un des dieux. Pourquoi me compares-tu aux dieux ?
2210,Angry,"Tu n'es pas mon père Odysseus, mais un dieu qui me trompe, afin que je soupire et que je gémisse davantage. Jamais un homme mortel ne pourrait, dans son esprit, accomplir de telles choses, si un dieu, survenant, ne le faisait, aisément, et comme il le veut, paraître jeune ou vieux. Certes, tu étais vieux, il y a peu de temps, et vêtu misérablement, et voici que tu es semblable aux dieux qui habitent le large Ouranos"
2211,Angry,"Tèlémakhos, il n'est pas bien à toi, devant ton cher père, d'être tellement surpris et de rester stupéfait. Jamais plus un autre Odysseus ne reviendra ici. C'est moi qui suis Odysseus et qui ai souffert des maux innombrables, et qui reviens, après vingt années, dans la terre de la patrie"
2212,Fear,"C'est la dévastatrice Athènè qui a fait ce prodige. Elle me fait apparaître tel qu'il lui plaît, car elle le peut. Tantôt elle me rend semblable à un mendiant, tantôt à un homme jeune ayant de beaux vêtements sur son corps ; car il est facile aux dieux qui habitent le large Ouranos de glorifier un homme mortel ou de le rendre misérable"
2213,Surprise,"Père, quels marins t'ont conduit sur leur nef dans Ithakè ? Quels sont-ils ? Car je ne pense pas que tu sois venu ici à pied"
2214,Joy,"Mon enfant, je te dirai la vérité. Les illustres marins Phaiakiens m'ont amené, car ils ont coutume de reconduire tous les hommes qui viennent chez eux. M'ayant amené, à travers la mer, dormant sur leur nef rapide, ils m'ont déposé sur la terre d'Ithakè ; et ils m'ont donné en abondance des présents splendides, de l'airain, de l'or et de beaux vêtements"
2215,Angry,"Par le conseil des dieux toutes ces choses sont déposées dans une caverne ; et je suis venu ici, averti par Athènè, afin que nous délibérions sur le carnage de nos ennemis. Dis-moi donc le nombre des prétendants, pour que je sache combien d'hommes braves ils sont ; et je verrai, dans mon coeur irréprochable, si nous devons les combattre seuls, ou si nous chercherons un autre appui"
2216,Fear,"Ô père, certes, j'ai appris ta grande gloire, et je sais que tu es très brave et plein de sagesse ; mais tu as dit une grande parole, et la stupeur me saisit, car deux hommes seuls ne peuvent lutter contre tant de robustes guerriers. Les prétendants ne sont pas seulement dix, ou deux fois dix, mais ils sont beaucoup plus, et je vais te dire leur nombre, afin que tu le saches. Il y a d'abord cinquante-deux jeunes hommes choisis de Doulikhios, suivis de six serviteurs ; puis vingt-quatre de Samè ; puis vingt jeunes Akhaiens de Zakynthos ; puis les douze plus braves, qui sont d'Ithakè. Avec ceux-ci se trouvent Médôn, héraut et aoide divin, et deux serviteurs habiles à préparer les repas. Si nous les attaquons tous ainsi réunis, vois si tu ne souffriras point amèrement et terriblement de leur violence. Mais tu peux appeler à notre aide un allié qui nous secoure d'un coeur empressé"
2217,Calmness,"Je te le dis. Écoute-moi avec attention. Vois si Athènè et son père Zeus suffiront, et si je dois appeler un autre allié à l'aide"
2218,Joy,"Ceux que tu nommes sont les meilleurs alliés. Ils sont assis dans les hautes nuées, et ils commandent aux hommes et aux dieux immortels"
2219,Joy,Ils n
2220,Calmness,"seront pas longtemps éloignés, dans la rude mêlée, quand la force d'Arès décidera entre nous et les prétendants dans nos demeures. Mais toi, dès le lever d'Éôs, retourne à la maison et parle aux prétendants insolents. Le porcher me conduira ensuite à la ville, semblable à un vieux mendiant. S'ils m'outragent dans nos demeures, que ton cher coeur supporte avec patience mes souffrances. Même s'ils me traînaient par les pieds hors de la maison, même s'ils me frappaient de leurs armes, regarde tout patiemment. Par des paroles flatteuses, demande-leur seulement de cesser leurs outrages. Mais ils ne t'écouteront point, car leur jour fatal est proche. Quand Athènè aux nombreux conseils aura averti mon esprit, je te ferai signe de la tête, et tu me comprendras. Transporte alors dans le réduit de la chambre haute toutes les armes d'Arès qui sont dans la grande salle. Et si les prétendants t'interrogent sur cela, dis-leur en paroles flatteuses : « Je les ai mises à l'abri de la fumée, car elles ne sont plus telles qu'elles étaient autrefois, quand Odysseus les laissa à son départ pour Troiè ; mais elles sont souillées par la grande vapeur du feu. Puis, le Kroniôn m'a inspiré une autre pensée meilleure, et je crains qu'excités par le vin, et une querelle s'élevant parmi vous, vous vous blessiez les uns les autres et vous souilliez le repas et vos noces futures, car le fer attire l'homme. » Tu laisseras pour nous seuls deux épées, deux lances, deux boucliers, que nous puissions saisir quand nous nous jetterons sur eux. Puis, Pallas Athènè et le très sage Zeus leur troubleront l'esprit"
2221,Angry,"Ô père, certes, je pense que tu connaîtras bientôt mon courage, car je ne suis ni paresseux ni mou ; mais je pense aussi que ceci n'est pas aisé pour nous deux, et je te demande d'y songer. Tu serais longtemps à éprouver chaque serviteur en parcourant les champs, tandis que les prétendants, tranquilles dans tes demeures, dévorent effrontément tes richesses et n'en épargnent rien. Mais tâche de reconnaître les servantes qui t'outragent et celles qui sont fidèles"
2222,Joy,"Ton cher fils, ô reine, est arrivé"
2223,Joy,"Ô amis, certes, une audacieuse entreprise a été accomplie, ce voyage de Tèlémakhos, que nous disions qu'il n'accomplirait pas. Traînons donc à la mer une solide nef noire et réunissons très promptement des rameurs qui avertiront nos compagnons de revenir à la hâte"
2224,Angry,"N'envoyons aucun message. Les voici entrés. Ou quelque dieu les aura avertis, ou ils ont vu revenir l'autre nef et n'ont pu l'atteindre"
2225,Calmness,"Ô amis, les dieux ont préservé cet homme de tout mal. Tous les jours, de nombreuses sentinelles étaient assises sur les hauts rochers battus des vents. Même à la chute de Hèlios, jamais nous n'avons dormi à terre ; mais, naviguant sur la nef rapide, nous attendions la divine Éôs, épiant Tèlémakhos afin de le tuer au passage"
2226,Angry,"Mais quelque Dieu l'a reconduit dans sa demeure. Délibérons donc ici sur sa mort. Il ne faut pas que Tèlémakhos nous échappe, car je ne pense pas que, lui vivant, nous accomplissions notre dessein. Il est, en effet, plein de sagesse et d'intelligence, et, déjà, les peuples ne nous sont pas favorables"
2227,Fear,"Hâtons-nous avant qu'il réunisse les Akhaiens à l'agora, car je ne pense pas qu'il tarde à le faire. Il excitera leur colère, et il dira, se levant au milieu de tous, que nous avons médité de le tuer, mais que nous ne l'avons point rencontré. Et, l'ayant entendu, ils n'approuveront point ce mauvais dessein. Craignons qu'ils méditent notre malheur, qu'ils nous chassent dans nos demeures, et que nous soyons contraints de fuir chez des peuples étrangers"
2228,Calmness,"Prévenons Tèlémakhos en le tuant loin de la ville, dans les champs, ou dans le chemin. Nous prendrons sa vie et ses richesses que nous partagerons également entre nous, et nous donnerons cette demeure à sa mère, quel que soit celui qui l'épousera. Si mes paroles ne vous plaisent pas, si vous voulez qu'il vive et conserve ses biens paternels, ne consumons pas, assemblés ici, ses chères richesses ; mais que chacun de nous, retiré dans sa demeure, recherche Pènélopéia à l'aide de présents, et celui-là l'épousera qui lui fera le plus de présents et qui l'obtiendra par le sort"
2229,Fear,"Ô amis, je ne veux point tuer Tèlémakhos. Il est terrible de tuer la race des rois. Mais interrogeons d'abord les desseins des dieux. Si les lois du grand Zeus nous approuvent, je tuerai moi-même Tèlémakhos et j'exciterai les autres à m'imiter ; mais si les dieux nous en détournent, je vous engagerai à ne rien entreprendre"
2230,Angry,"Antinoos, injurieux et mauvais, on dit que tu l'emportes sur tes égaux en âge, parmi le peuple d'Ithakè, par ta sagesse et par tes paroles. Mais tu n'es point ce qu'on dit. Insensé ! Pourquoi médites-tu le meurtre et la mort de Tèlémakhos ? Tu ne te soucies point des prières des suppliants ; mais Zeus n'est-il pas leur témoin ? C'est une pensée impie que de méditer la mort d'autrui. Ne sais-tu pas que ton père s'est réfugié ici, fuyant le peuple qui était très irrité contre lui ? Avec des pirates Taphiens, il avait pillé les Thesprôtes qui étaient nos amis, et le peuple voulait le tuer, lui déchirer le coeur et dévorer ses nombreuses richesses. Mais Odysseus les en empêcha et les retint. Et voici que, maintenant, tu ruines honteusement sa maison, tu recherches sa femme, tu veux tuer son fils et tu m'accables moi-même de douleurs ! Je t'ordonne de t'arrêter et de faire que les autres s'arrêtent"
2231,Calmness,"Fille d'Ikarios, sage Pènélopéia, reprends courage et n'aie point ces inquiétudes dans ton esprit. L'homme n'existe point et n'existera jamais qui, moi vivant et les yeux ouverts, portera la main sur ton fils Tèlémakhos"
2232,Joy,"Souvent, le destructeur de citadelles Odysseus, me faisant asseoir sur ses genoux, m'a offert de ses mains de la chair rôtie et du vin rouge. C'est pourquoi Tèlémakhos m'est le plus cher de tous les hommes"
2233,Joy,"Tu es revenu, divin Eumaios ! Que dit-on dans la ville ?"
2234,Disgust,"Les prétendants insolents sont-ils de retour de leur embuscade, ou sont-ils encore à m'épier au passage ?"
2235,Calmness,"Je ne me suis point inquiété de cela en traversant la ville, car mon coeur m'a ordonné de revenir très promptement ici, après avoir porté mon message ; mais j'ai rencontré un héraut rapide envoyé par tes compagnons, et qui a, le premier, parlé à ta mère"
2236,Fear,"Mais je sais ceci, et mes yeux l'ont vu : étant hors de la ville, sur la colline de Herméias, j'ai vu une nef rapide entrer dans le port. Elle portait beaucoup d'hommes, et elle était chargée de boucliers et de lances à deux pointes. Je pense que c'étaient les prétendants eux-mêmes, mais je n'en sais rien"
2237,Joy,"Roi Alkinoos, le plus illustre de tout le peuple, il est doux d'écouter un aoide tel que celui-ci, semblable aux dieux par la voix. Je ne pense pas que rien soit plus agréable. La joie saisit tout ce peuple, et tes convives, assis en rang dans ta demeure, écoutent l'aoide. Et les tables sont chargées de pain et de chairs, et l'échanson, puisant le vin dans le kratère, en remplit les coupes et le distribue. Il m'est très doux, dans l'âme, de voir cela"
2238,Sadness,"Mais tu veux que je dise mes douleurs lamentables, et je n'en serai que plus affligé. Que dirai-je d'abord ? Comment continuer ? comment finir ? car les dieux Ouraniens m'ont accablé de maux innombrables. Et maintenant je dirai d'abord mon nom, afin que vous le sachiez et me connaissiez, et, qu'ayant évité la cruelle mort, je sois votre hôte, bien qu'habitant une demeure lointaine."
2239,Calmness,"Restez ici, mes chers compagnons. Moi, avec ma nef et mes rameurs, j'irai voir quels sont ces hommes, s'ils sont injurieux, sauvages et injustes, ou s'ils sont hospitaliers et craignant les dieux."
2240,Surprise,"Ô étrangers, qui êtes-vous ? D'où venez-vous sur la mer ? Est-ce pour un trafic, ou errez-vous sans but, comme des pirates qui vagabondent sur la mer, exposant leurs âmes au danger et portant les calamités aux autres hommes ?"
2241,Calmness,"Nous sommes des Akhaiens venus de Troiè, et nous errons entraînés par tous les vents sur les vastes flots de la mer, cherchant notre demeure par des routes et des chemins inconnus. Ainsi Zeus l'a voulu. Et nous nous glorifions d'être les guerriers de l'Atréide Agamemnôn, dont la gloire, certes, est la plus grande sous l'Ouranos. En effet, il a renversé une vaste ville et dompté des peuples nombreux."
2242,Fear,"Et nous nous prosternons, en suppliants, à tes genoux, pour que tu nous sois hospitalier, et que tu nous fasses les présents qu'on a coutume de faire à des hôtes. Ô excellent, respecte les dieux, car nous sommes tes suppliants, et Zeus est le vengeur des suppliants et des étrangers dignes d'être reçus comme des hôtes vénérables."
2243,Angry,"Tu es insensé, ô étranger, et tu viens de loin, toi qui m'ordonnes de craindre les Dieux et de me soumettre à eux. Les kyklopes ne se soucient point de Zeus tempétueux, ni des dieux heureux, car nous sommes plus forts qu'eux. Pour éviter la colère de Zeus, je n'épargnerai ni toi, ni tes compagnons, à moins que mon âme ne me l'ordonne"
2244,Surprise,"Mais dis-moi où tu as laissé, pour venir ici, ta nef bien construite. Est-ce loin ou près ? que je le sache"
2245,Sadness,"Poseidaôn qui ébranle la terre a brisé ma nef poussée contre les rochers d'un promontoire à l'extrémité de votre terre, et le vent l'a jetée hors de la mer et, avec ceux-ci, j'ai échappé à la mort."
2246,Surprise,"Poseidaôn qui ébranle la terre a brisé ma nef poussée contre les rochers d'un promontoire à l'extrémité de votre terre, et le vent l'a jetée hors de la mer et, avec ceux-ci, j'ai échappé à la mort."
2247,Sadness,"Kyklôps, prends et bois ce vin après avoir mangé des chairs humaines, afin de savoir quel breuvage renfermait notre nef. Je t'en rapporterais de nouveau, si, me prenant en pitié, tu me renvoyais dans ma demeure : mais tu es furieux comme on ne peut l'être davantage."
2248,Angry,"Insensé ! Comment un seul des hommes innombrables pourra-t-il t'approcher désormais, puisque tu manques d'équité ?"
2249,Joy,"Donne-m'en encore, cher, et dis-moi promptement ton nom, afin que je te fasse un présent hospitalier dont tu te réjouisses. La terre féconde rapporte aussi aux kyklopes un vin généreux, et les pluies de Zeus font croître nos vignes ; mais celui-ci est fait de nektar et d'ambroisie."
2250,Calmness,"Kyklôps, tu me demandes mon nom illustre. Je te le dirai, et tu me feras le présent hospitalier que tu m'as promis. Mon nom est Personne. Mon père et ma mère et tous mes compagnons me nomment Personne."
2251,Calmness,"Je mangerai Personne après tous ses compagnons, tous les autres avant lui. Ceci sera le présent hospitalier que je te ferai."
2252,Surprise,"Pourquoi, Polyphèmos, pousses-tu de telles clameurs dans la nuit divine et nous réveilles-tu ? Souffres-tu ? Quelque mortel a-t-il enlevé tes brebis ? Quelqu'un veut-il te tuer par force ou par ruse ?"
2253,Angry,"Ô amis, qui me tue par ruse et non par force ? Personne"
2254,Joy,"Certes, nul ne peut te faire violence, puisque tu es seul"
2255,Calmness,"On ne peut échapper aux maux qu'envoie le grand Zeus. Supplie ton père, le roi Poseidaôn"
2256,Surprise,"Bélier paresseux, pourquoi sors-tu le dernier de tous de mon antre ? Auparavant, jamais tu ne restais derrière les autres, mais, le premier, tu paissais les tendres fleurs de l'herbe, et, le premier, marchant avec fierté, tu arrivais au cours des fleuves, et, le premier, le soir, tu rentrais à l'enclos. Maintenant, te voici le dernier"
