,Part,Text,Senticnet,PyFeel
4540,e_14,Tèlémakhos,,positivity
4541,e_25,"– Nourrice, enferme les femmes dans les demeures, jusqu'à ce que j'aie transporté dans la chambre nuptiale les belles armes de mon père, qui ont été négligées et que la fumée a souillées pendant l'absence de mon père, car j'étais encore enfant. Maintenant, je veux les transporter là où la vapeur du feu n'ira pas.",grief,positivity
4542,e_14,Eurykléia,,positivity
4543,e_25,"– Plaise aux dieux, mon enfant, que tu aies toujours la prudence de prendre soin de la maison et de conserver toutes tes richesses ! Mais qui t'accompagnera en portant une lumière, puisque tu ne veux pas que les servantes t'éclairent ?",grief,positivity
4544,Joy,"Plaise aux dieux, mon enfant, que tu aies toujours la prudence de prendre soin de la maison et de conserver toutes tes richesses !",grief,positivity
4545,e_25,"– Ce sera cet étranger. Je ne le laisserai pas sans rien faire, puisqu'il a mangé à ma table, bien qu'il vienne de loin.",grief,positivity
4546,e_25,"– Ô père, certes, je vois de mes yeux un grand prodige ! Voici que les murs de la demeure, et ses belles poutres, et ses solives de sapin, et ses hautes colonnes, brillent comme un feu ardent. Certes, un des dieux qui habitent le large Ouranos est entré ici.",ecstasy,positivity
4547,e_25,"– Tais-toi, et retiens ton esprit, et ne m'interroge pas. Telle est la coutume des dieux qui habitent l'Olympos. Toi, va dormir. Je resterai ici, afin d'éprouver les servantes et ta mère. Dans sa douleur elle va m'interroger sur beaucoup de choses.",ecstasy,positivity
4548,Calmness,Dans sa douleur elle va m'interroger sur beaucoup de choses.,ecstasy,sadness
4549,e_14,Mélanthô,,positivity
4550,e_25,"– Étranger, te voilà encore qui erres dans la demeure, épiant les femmes ! Sors d'ici, misérable, après t'être rassasié, ou je te frapperai de ce tison !",ecstasy,sadness
4551,Angry,"Étranger, te voilà encore qui erres dans la demeure, épiant les femmes ! Sors d'ici, misérable, après t'être rassasié, ou je te frapperai de ce tison",ecstasy,sadness
4552,e_25,"– Malheureuse ! pourquoi m'outrager avec fureur ? Est-ce parce que je suis vêtu de haillons et que je mendie parmi le peuple, comme la nécessité m'y contraint ? Tels sont les mendiants et les vagabonds. Et moi aussi, autrefois, j'étais heureux, et j'habitais une riche demeure, et je donnais aux vagabonds, quels qu'ils fussent et quels que fussent leurs besoins. Et j'avais de nombreux serviteurs et tout ce qui rend heureux et fait appeler un homme riche ; mais le Kroniôn Zeus m'a tout enlevé, le voulant ainsi. C'est pourquoi, femme, crains de perdre un jour la beauté dont tu es ornée parmi les servantes ; crains que ta maîtresse irritée te punisse, ou qu'Odysseus revienne, car tout espoir n'est pas perdu. Mais s'il a péri, et s'il ne doit plus revenir, son fils Tèlémakhos le remplace par la volonté d'Apollôn, et rien de ce que font les femmes dans les demeures ne lui échappera, car rien n'est plus au-dessus de son âge.",grief,positivity
4553,Angry,Malheureuse ! pourquoi m'outrager avec fureur ?,rage,positivity
4554,Sadness,"Et moi aussi, autrefois, j'étais heureux, et j'habitais une riche demeure, et je donnais aux vagabonds, quels qu'ils fussent et quels que fussent leurs besoins. Et j'avais de nombreux serviteurs et tout ce qui rend heureux et fait appeler un homme riche ; mais le Kroniôn Zeus m'a tout enlevé, le voulant ainsi.",enthusiasm,positivity
4555,e_14,Pènélopéia,,positivity
4556,e_25,"– Chienne audacieuse, tu ne peux me cacher ton insolence effrontée que tu payeras de ta tête, car tu sais bien, m'ayant entendue toi-même, que je veux, étant très affligée, interroger cet étranger sur mon mari.",grief,fear
4557,Angry,"Chienne audacieuse, tu ne peux me cacher ton insolence effrontée que tu payeras de ta tête,",grief,positivity
4558,Sadness,étant très affligée,,positivity
4559,e_25,"– Eurynomè, approche un siège et recouvre-le d'une peau afin que cet étranger, s'étant assis, m'écoute et me réponde, car je veux l'interroger.",responsiveness,positivity
4560,e_25,"– Étranger, je t'interrogerai d'abord sur toi-même. Qui es-tu ? D'où viens-tu ? Où sont ta ville et tes parents ?",melancholy,positivity
4561,e_25,"– Ô femme, aucune des mortelles qui sont sur la terre immense ne te vaut, et, certes, ta gloire est parvenue jusqu'au large Ouranos, telle que la gloire d'un roi irréprochable qui, vénérant les dieux, commande à de nombreux et braves guerriers et répand la justice. Et par lui la terre noire produit l'orge et le blé, et les arbres sont lourds de fruits, et les troupeaux multiplient, et la mer donne des poissons, et, sous ses lois équitables, les peuples sont heureux et justes. C'est pourquoi, maintenant, dans ta demeure, demande-moi toutes les autres choses, mais non ma race et ma patrie. N'emplis pas ainsi mon âme de nouvelles douleurs en me faisant souvenir, car je suis très affligé, et je ne veux pas pleurer et gémir dans une maison étrangère, car il est honteux de pleurer toujours. Peut-être qu'une de tes servantes m'outragerait, ou que tu t'irriterais toi-même, disant que je pleure ainsi ayant l'esprit troublé par le vin.",grief,positivity
4562,Joy,les peuples sont heureux,grief,positivity
4563,Sadness,"N'emplis pas ainsi mon âme de nouvelles douleurs en me faisant souvenir, car je suis très affligé, et je ne veux pas pleurer et gémir dans une maison étrangère, car il est honteux de pleurer toujours.",ecstasy,positivity
4564,e_25,"– Étranger, certes, les dieux m'ont ravi ma vertu et ma beauté du jour où les Argiens sont partis pour Ilios, et, avec eux, mon mari Odysseus. S'il revenait et gouvernait ma vie, ma gloire serait plus grande et plus belle. Mais, maintenant, je gémis, tant un daimôn funeste m'a accablée de maux. Voici que ceux qui dominent dans les îles, à Doulikhios, à Samè, à Zakynthos couverte de bois, et ceux qui habitent l'âpre Ithakè elle-même, tous me recherchent malgré moi et ruinent ma maison. Et je ne prends plus soin des étrangers, ni des suppliants, ni des hérauts qui agissent en public ; mais je regrette Odysseus et je gémis dans mon cher coeur. Et les prétendants hâtent mes noces, et je médite des ruses. Et, d'abord, un dieu m'inspira de tisser dans mes demeures une grande toile, large et fine, et je leur dis aussitôt : – Jeunes hommes, mes prétendants, puisque le divin Odysseus est mort, cessez de hâter mes noces, jusqu'à ce que j'aie achevé, pour que mes fils ne restent pas inutiles, ce linceul du héros Laertès, quand la moire mauvaise, de la mort inexorable l'aura saisi, afin qu'aucune des femmes akhaiennes ne puisse me reprocher devant tout le peuple qu'un homme qui a possédé tant de biens ait été enseveli sans linceul.' – Je parlai ainsi, et leur coeur généreux fut persuadé ; et alors, pendant le jour, je tissais la grande toile, et pendant la nuit, ayant allumé des torches, je la défaisais. Ainsi, pendant trois ans, je cachai ma ruse et trompai les Akhaiens ; mais quand vint la quatrième année, et quand les saisons recommencèrent, après le cours des mois et des jours nombreux, alors avertis par mes chiennes de servantes, ils me surprirent et me menacèrent, et, contre ma volonté, je fus contrainte d'achever ma toile. Et, maintenant, je ne puis plus éviter mes noces, ne trouvant plus aucune ruse. Et mes parents m'exhortent à me marier, et mon fils supporte avec peine que ceux-ci dévorent ses biens, auxquels il tient ; car c'est aujourd'hui un homme, et il peut prendre soin de sa maison, et Zeus lui a donné la gloire. Mais toi, étranger, dis-moi ta race et ta patrie, car tu ne sors pas du chêne et du rocher des histoires antiques.",grief,positivity
4565,Sadness,"Étranger, certes, les dieux m'ont ravi ma vertu et ma beauté du jour où les Argiens sont partis pour Ilios, et, avec eux, mon mari Odysseus.",grief,positivity
4566,Sadness,"Mais, maintenant, je gémis, tant un daimôn funeste m'a accablée de maux.",melancholy,positivity
4567,Sadness,e regrette Odysseus et je gémis dans mon cher coeur.,grief,sadness
4568,Sadness,"Jeunes hommes, mes prétendants, puisque le divin Odysseus est mort, cessez de hâter mes noces, jusqu'à ce que j'aie achevé, pour que mes fils ne restent pas inutiles, ce linceul du héros Laertès, quand la moire mauvaise, de la mort inexorable l'aura saisi, afin qu'aucune des femmes akhaiennes ne puisse me reprocher devant tout le peuple qu'un homme qui a possédé tant de biens ait été enseveli sans linceul.",grief,sadness
4569,e_25,"– Ô femme vénérable du Laertiade Odysseus, ne cesseras-tu point de m'interroger sur mes parents ? Je te répondrai donc, bien que tu renouvelles ainsi mes maux innombrables ; mais c'est là la destinée d'un homme depuis longtemps absent de la patrie, tel que moi qui ai erré parmi les villes des hommes, étant accablé de maux. Je te dirai cependant ce que tu me demandes.",ecstasy,positivity
4570,Sadness,tu renouvelles ainsi mes maux innombrables,,positivity
4571,Sadness,étant accablé de maux.,,positivity
4572,e_25,"La Krètè est une terre qui s'élève au milieu de la sombre mer, belle et fertile, où habitent d'innombrables hommes et où il y a quatre-vingt-dix villes. On y parle des langages différents, et on y trouve des Akhaiens, de magnanimes Krètois indigènes, des Kydônes, trois tribus de Dôriens et les divins Pélasges. Sur eux tous domine la grande ville de Knôssos, où régna Minôs qui s'entretenait tous les neuf ans avec le grand Zeus, et qui fut le père du magnanime Deukaliôn mon père. Et Deukaliôn nous engendra, moi et le roi Idoméneus. Et Idoméneus alla, sur ses nefs à proues recourbées, à Ilios, avec les Atréides. Mon nom illustre est Aithôn, et j'étais le plus jeune. Idoméneus était l'aîné et le plus brave. Je vis alors Odysseus et je lui offris les dons hospitaliers. En effet, comme il allait à Ilios, la violence du vent l'avait poussé en Krètè, loin du promontoire Maléien, dans Amnisos où est la caverne des Ilithyies ; et, dans ce port difficile, à peine évita-t-il la tempête. Arrivé à la ville, il demanda Idoméneus, qu'il appelait son hôte cher et vénérable. Mais Éôs avait reparu pour la dixième ou onzième fois depuis que, sur ses nefs à proue recourbée, Idoméneus était parti pour Ilios. Alors, je conduisis Odysseus dans mes demeures, et je le reçus avec amitié, et je le comblai de soins à l'aide des richesses que je possédais et je lui donnai, ainsi qu'à ses compagnons, de la farine, du vin rouge, et des boeufs à tuer, jusqu'à ce que leur âme fût rassasiée. Et les divins Akhaiens restèrent là douze jours, car le grand et tempétueux Boréas soufflait et les arrêtait, excité par quelque daimôn. Mais le vent tomba le treizième jour, et ils partirent.",grief,positivity
4573,Calmness,"La Krètè est une terre qui s'élève au milieu de la sombre mer, belle et fertile, où habitent d'innombrables hommes et où il y a quatre-vingt-dix villes.",ecstasy,positivity
4574,Calmness,Je vis alors Odysseus et je lui offris les dons hospitaliers.,grief,positivity
4575,Calmness,"je le reçus avec amitié, et je le comblai de soins à l'aide des richesses que je possédais et je lui donnai, ainsi qu'à ses compagnons, de la farine, du vin rouge, et des boeufs à tuer, jusqu'à ce que leur âme fût rassasiée.",melancholy,positivity
4576,e_25,"– Maintenant, étranger, je pense que je vais t'éprouver, et je verrai si, comme tu le dis, tu as reçu dans tes demeures mon mari et ses divins compagnons. Dis-moi quels étaient les vêtements qui le couvraient, quel il était lui-même, et quels étaient les compagnons qui le suivaient.",melancholy,fear
4577,e_25,"– Ô femme, il est bien difficile, après tant de temps, de te répondre, car voici la vingtième année qu'Odysseus est venu dans ma patrie et qu'il en est parti. Cependant, je te dirai ce dont je me souviens dans mon esprit. Le divin Odysseus avait un double manteau de laine pourprée qu'attachait une agrafe d'or à deux tuyaux, et ornée, par-dessus, d'un chien qui tenait sous ses pattes de devant un jeune cerf tremblant. Et tous admiraient, s'étonnant que ces deux animaux fussent d'or, ce chien qui voulait étouffer le faon, et celui-ci qui, palpitant sous ses pieds, voulait s'enfuir. Et je vis aussi sur le corps d'Odysseus une tunique splendide. Fine comme une pelure d'oignon, cette tunique brillait comme Hèlios. Et, certes, toutes les femmes l'admiraient. Mais, je te le dis, et retiens mes paroles dans ton esprit : je ne sais si Odysseus portait ces vêtements dans sa demeure, ou si quelqu'un de ses compagnons les lui avait donnés comme il montait sur sa nef rapide, ou bien quelqu'un d'entre ses hôtes, car Odysseus était aimé de beaucoup d'hommes, et peu d'Akhaiens étaient semblables à lui. Je lui donnai une épée d'airain, un double et grand manteau pourpré et une tunique longue, et je le conduisis avec respect sur sa nef à bancs de rameurs. Un héraut, un peu plus âgé que lui, le suivait, et je te dirai quel il était. Il avait les épaules hautes, la peau brune et les cheveux crépus, et il se nommait Eurybatès, et Odysseus l'honorait entre tous ses compagnons, parce qu'il était plein de sagesse.",ecstasy,positivity
4578,Calmness,"Ô femme, il est bien difficile, après tant de temps, de te répondre, car voici la vingtième année qu'Odysseus est venu dans ma patrie et qu'il en est parti. Cependant, je te dirai ce dont je me souviens dans mon esprit. Le divin Odysseus avait un double manteau de laine pourprée qu'attachait une agrafe d'or à deux tuyaux, et ornée, par-dessus, d'un chien qui tenait sous ses pattes de devant un jeune cerf tremblant. Et tous admiraient, s'étonnant que ces deux animaux fussent d'or, ce chien qui voulait étouffer le faon, et celui-ci qui, palpitant sous ses pieds, voulait s'enfuir. Et je vis aussi sur le corps d'Odysseus une tunique splendide. Fine comme une pelure d'oignon, cette tunique brillait comme Hèlios. Et, certes, toutes les femmes l'admiraient. Mais, je te le dis, et retiens mes paroles dans ton esprit : je ne sais si Odysseus portait ces vêtements dans sa demeure, ou si quelqu'un de ses compagnons les lui avait donnés comme il montait sur sa nef rapide, ou bien quelqu'un d'entre ses hôtes, car Odysseus était aimé de beaucoup d'hommes, et peu d'Akhaiens étaient semblables à lui. Je lui donnai une épée d'airain, un double et grand manteau pourpré et une tunique longue, et je le conduisis avec respect sur sa nef à bancs de rameurs. Un héraut, un peu plus âgé que lui, le suivait, et je te dirai quel il était. Il avait les épaules hautes, la peau brune et les cheveux crépus, et il se nommait Eurybatès, et Odysseus l'honorait entre tous ses compagnons, parce qu'il était plein de sagesse.",ecstasy,positivity
4579,e_25,"– Maintenant, ô mon hôte, auparavant misérable, tu seras aimé et honoré dans mes demeures. J'ai moi-même donné à Odysseus ces vêtements que tu décris et qui étaient pliés dans ma chambre nuptiale, et j'y ai attaché cette agrafe brillante. Mais je ne le verrai plus de retour dans la chère terre de la patrie ! C'est par une mauvaise destinée qu'Odysseus, montant dans sa nef creuse, est parti pour cette Troiè fatale qu'on ne devrait plus nommer.",ecstasy,positivity
4580,Calmness,"– Maintenant, ô mon hôte, auparavant misérable, tu seras aimé et honoré dans mes demeures.",ecstasy,positivity
4581,Sadness,"Mais je ne le verrai plus de retour dans la chère terre de la patrie ! C'est par une mauvaise destinée qu'Odysseus, montant dans sa nef creuse, est parti pour cette Troiè fatale qu'on ne devrait plus nommer.",ecstasy,positivity
4582,e_25,"– Ô femme vénérable du Laertiade Odysseus, ne flétris point ton beau visage et ne te consume point dans ton coeur à pleurer. Cependant, je ne te blâme en rien. Quelle femme pleurerait un jeune mari dont elle a conçu des enfants, après s'être unie d'amour à lui, plus que tu dois pleurer Odysseus qu'on dit semblable aux dieux ? Mais cesse de gémir et écoute-moi. Je te dirai la vérité et je ne te cacherai rien. J'ai entendu parler du retour d'Odysseus chez le riche peuple des Thesprôtes où il a paru vivant, et il rapporte de nombreuses richesses qu'il a amassées parmi beaucoup de peuples ; mais il a perdu ses chers compagnons et sa nef creuse, dans la noire mer, en quittant Thrinakiè. Zeus et Hèlios étaient irrités, parce que ses compagnons avaient tué les boeufs de Hèlios ; et ils ont tous péri dans la mer tumultueuse. Mais la mer a jeté Odysseus, attaché à la carène de sa nef, sur la côte des Phaiakiens qui descendent des dieux. Et ils l'ont honoré comme un dieu, et ils lui ont fait de nombreux présents, et ils ont voulu le ramener sain et sauf dans sa demeure. Odysseus serait donc déjà revenu depuis longtemps, mais il lui a semblé plus utile d'amasser d'autres richesses en parcourant beaucoup de terres ; car il sait un plus grand nombre de ruses que tous les hommes mortels, et nul ne pourrait lutter contre lui. Ainsi me parla Pheidôn, le roi des Thesprôtes. Et il me jura, en faisant des libations dans sa demeure, que la nef et les hommes étaient prêts qui devaient reconduire Odysseus dans la chère terre de sa patrie. Mais il me renvoya d'abord, profitant d'une nef des Thesprôtes qui allait à Doulikhios fertile en blé. Et il me montra les richesses qu'avait réunies Odysseus, de l'airain, de l'or et du fer très difficile à travailler, le tout assez abondant pour nourrir jusqu'à sa dixième génération. Et il me disait qu'Odysseus était allé à Dôdônè pour apprendre du grand chêne la volonté de Zeus, et pour savoir comment, depuis longtemps absent, il rentrerait dans la terre d'Ithakè, soit ouvertement, soit en secret. Ainsi Odysseus est sauvé, et il viendra bientôt, et, désormais, il ne sera pas longtemps éloigné de ses amis et de sa patrie. Et je te ferai un grand serment : Qu'ils le sachent, Zeus, le meilleur et le plus grand des dieux, et la demeure du brave Odysseus où je suis arrivé ! Tout s'accomplira comme je le dis. Odysseus reviendra avant la fin de cette année, avant la fin de ce mois, dans quelques jours.",ecstasy,positivity
4583,Calmness,"Cependant, je ne te blâme en rien.",melancholy,angry
4584,Calmness,"J'ai entendu parler du retour d'Odysseus chez le riche peuple des Thesprôtes où il a paru vivant, et il rapporte de nombreuses richesses qu'il a amassées parmi beaucoup de peuples ; mais il a perdu ses chers compagnons et sa nef creuse, dans la noire mer, en quittant Thrinakiè. Zeus et Hèlios étaient irrités, parce que ses compagnons avaient tué les boeufs de Hèlios ; et ils ont tous péri dans la mer tumultueuse. Mais la mer a jeté Odysseus, attaché à la carène de sa nef, sur la côte des Phaiakiens qui descendent des dieux. Et ils l'ont honoré comme un dieu, et ils lui ont fait de nombreux présents, et ils ont voulu le ramener sain et sauf dans sa demeure. Odysseus serait donc déjà revenu depuis longtemps, mais il lui a semblé plus utile d'amasser d'autres richesses en parcourant beaucoup de terres ; car il sait un plus grand nombre de ruses que tous les hommes mortels, et nul ne pourrait lutter contre lui. Ainsi me parla Pheidôn, le roi des Thesprôtes. Et il me jura, en faisant des libations dans sa demeure, que la nef et les hommes étaient prêts qui devaient reconduire Odysseus dans la chère terre de sa patrie. Mais il me renvoya d'abord, profitant d'une nef des Thesprôtes qui allait à Doulikhios fertile en blé. Et il me montra les richesses qu'avait réunies Odysseus, de l'airain, de l'or et du fer très difficile à travailler, le tout assez abondant pour nourrir jusqu'à sa dixième génération. Et il me disait qu'Odysseus était allé à Dôdônè pour apprendre du grand chêne la volonté de Zeus, et pour savoir comment, depuis longtemps absent, il rentrerait dans la terre d'Ithakè, soit ouvertement, soit en secret. Ainsi Odysseus est sauvé, et il viendra bientôt, et, désormais, il ne sera pas longtemps éloigné de ses amis et de sa patrie. Et je te ferai un grand serment : Qu'ils le sachent, Zeus, le meilleur et le plus grand des dieux, et la demeure du brave Odysseus où je suis arrivé ! Tout s'accomplira comme je le dis. Odysseus reviendra avant la fin de cette année, avant la fin de ce mois, dans quelques jours.",terror,positivity
4585,e_25,"– Plaise aux dieux, étranger, que tes paroles s'accomplissent ! Je te prouverais aussitôt mon amitié par de nombreux présents et chacun te dirait heureux ; mais je sens dans mon coeur que jamais Odysseus ne reviendra dans sa demeure et que ce n'est point lui qui te renverra. Il n'y a point ici de chefs tels qu'Odysseus parmi les hommes, si jamais il en a existé, qui congédient les étrangers après les avoir accueillis et honorés. Maintenant, servantes, baignez notre hôte, et préparez son lit avec des manteaux et des couvertures splendides, afin qu'il ait chaud en attendant Éôs au thrône d'or. Puis, au matin, baignez et parfumez-le, afin qu'assis dans la demeure, il prenne son repas auprès de Tèlémakhos. Il arrivera malheur à celui d'entre eux qui l'outragera. Et qu'il ne soit soumis à aucun travail, quel que soit celui qui s'en irrite. Comment, ô étranger, reconnaîtrais-tu que je l'emporte sur les autres femmes par l'intelligence et par la sagesse, si, manquant de vêtements, tu t'asseyais en haillons au repas dans les demeures ? La vie des hommes est brève. Celui qui est injuste et commet des actions mauvaises, les hommes le chargent d'imprécations tant qu'il est vivant, et ils le maudissent quand il est mort ; mais celui qui est irréprochable et qui a fait de bonnes actions, les étrangers répandent au loin sa gloire, et tous les hommes le louent.",ecstasy,positivity
4586,Sadness,mais je sens dans mon coeur que jamais Odysseus ne reviendra dans sa demeure et que ce n'est point lui qui te renverra.,ecstasy,positivity
4587,Angry,"Il arrivera malheur à celui d'entre eux qui l'outragera. Et qu'il ne soit soumis à aucun travail, quel que soit celui qui s'en irrite.",anger,positivity
4588,Calmness,"Celui qui est injuste et commet des actions mauvaises, les hommes le chargent d'imprécations tant qu'il est vivant, et ils le maudissent quand il est mort ; mais celui qui est irréprochable et qui a fait de bonnes actions, les étrangers répandent au loin sa gloire, et tous les hommes le louent.",ecstasy,positivity
4589,e_25,"– Ô femme vénérable du Laertiade Odysseus, les beaux vêtements et les couvertures splendides me sont odieux, depuis que, sur ma nef aux longs avirons, j'ai quitté les montagnes neigeuses de la Krètè. Je me coucherai, comme je l'ai déjà fait pendant tant de nuits sans sommeil, sur une misérable couche, attendant la belle et divine Éôs. Les bains de pieds non plus ne me plaisent point, et aucune servante ne me touchera les pieds, à moins qu'il n'y en ait une, vieille et prudente, parmi elles, et qui ait autant souffert que moi. Je n'empêche point celle-ci de me laver les pieds.",grief,positivity
4590,Sadness,"Ô femme vénérable du Laertiade Odysseus, les beaux vêtements et les couvertures splendides me sont odieux, depuis que, sur ma nef aux longs avirons, j'ai quitté les montagnes neigeuses de la Krètè. Je me coucherai, comme je l'ai déjà fait pendant tant de nuits sans sommeil, sur une misérable couche, attendant la belle et divine Éôs. Les bains de pieds non plus ne me plaisent point, et aucune servante ne me touchera les pieds, à moins qu'il n'y en ait une, vieille et prudente, parmi elles, et qui ait autant souffert que moi. Je n'empêche point celle-ci de me laver les pieds.",grief,positivity
4591,e_25,"– Cher hôte, aucun homme n'est plus sage que toi de tous les étrangers amis qui sont venus dans cette demeure, car tout ce que tu dis est plein de sagesse. J'ai ici une femme âgée et très prudente qui nourrit et qui éleva autrefois le malheureux Odysseus, et qui l'avait reçu dans ses bras quand sa mère l'eut enfanté. Elle lavera tes pieds, bien qu'elle soit faible. Viens, lève-toi, prudente Eurykléia ; lave les pieds de cet étranger qui a l'âge de ton maître. Peut-être que les pieds et les mains d'Odysseus ressemblent aux siens, car les hommes vieillissent vite dans le malheur.",ecstasy,positivity
4592,Calmness,"– Cher hôte, aucun homme n'est plus sage que toi de tous les étrangers amis qui sont venus dans cette demeure, car tout ce que tu dis est plein de sagesse.",ecstasy,positivity
4593,e_14,Eurykléia,,positivity
4594,Sadness,car les hommes vieillissent vite dans le malheur.,grief,fear
4595,e_25,"– Hélas ! je suis sans force pour te venir en aide, ô mon enfant ! Assurément Zeus te hait entre tous les hommes, bien que tu aies un esprit pieux. Aucun homme n'a brûlé plus de cuisses grasses à Zeus qui se réjouit de la foudre, ni d'aussi complètes hécatombes. Tu le suppliais de te laisser parvenir à une pleine vieillesse et de te laisser élever ton fils illustre, et voici qu'il t'a enlevé le jour du retour ! Peut-être aussi que d'autres femmes l'outragent, quand il entre dans les illustres demeures où parviennent les étrangers, comme ces chiennes-ci t'outragent toi-même. Tu fuis leurs injures et leurs paroles honteuses, et tu ne veux point qu'elles te lavent ; et la fille d'Ikarios, la prudente Pènélopéia, m'ordonne de le faire, et j'y consens. C'est pourquoi je laverai tes pieds, pour l'amour de Pènélopéia et de toi, car mon coeur est ému de tes maux. Mais écoute ce que je vais dire : de tous les malheureux étrangers qui sont venus ici, aucun ne ressemble plus que toi à Odysseus. Tu as son corps, sa voix et ses pieds.",ecstasy,positivity
4596,Sadness,"Hélas ! je suis sans force pour te venir en aide, ô mon enfant !",melancholy,positivity
4597,Sadness,"Assurément Zeus te hait entre tous les hommes, bien que tu aies un esprit pieux. Aucun homme n'a brûlé plus de cuisses grasses à Zeus qui se réjouit de la foudre, ni d'aussi complètes hécatombes. Tu le suppliais de te laisser parvenir à une pleine vieillesse et de te laisser élever ton fils illustre, et voici qu'il t'a enlevé le jour du retour ! Peut-être aussi que d'autres femmes l'outragent, quand il entre dans les illustres demeures où parviennent les étrangers, comme ces chiennes-ci t'outragent toi-même. Tu fuis leurs injures et leurs paroles honteuses, et tu ne veux point qu'elles te lavent ; et la fille d'Ikarios, la prudente Pènélopéia, m'ordonne de le faire, et j'y consens. C'est pourquoi je laverai tes pieds, pour l'amour de Pènélopéia et de toi, car mon coeur est ému de tes maux. Mais écoute ce que je vais dire : de tous les malheureux étrangers qui sont venus ici, aucun ne ressemble plus que toi à Odysseus. Tu as son corps, sa voix et ses pieds.",ecstasy,positivity
4598,e_25,"– Ô vieille femme, en effet, tous ceux qui nous ont vus tous deux de leurs yeux disent que nous nous ressemblons beaucoup. Tu as parlé avec sagesse.",grief,positivity
4599,Calmness,Tu as parlé avec sagesse.,ecstasy,positivity
4600,e_25,"– Autolykos, donne toi-même un nom au cher fils de ta fille, puisque tu l'as appelé par tant de voeux.",grief,positivity
4601,e_14,Autolykos,,positivity
4602,e_25,"– Mon gendre et ma fille, donnez-lui le nom que je vais dire. Je suis venu ici très irrité contre un grand nombre d'hommes et de femmes sur la face de la terre nourricière. Que son nom soit donc Odysseus. Quand il sera parvenu à la puberté, qu'il vienne sur le Parnèsos, dans la grande demeure de son aïeul maternel où sont mes richesses, et je lui en ferai de nombreux présents, et je le renverrai plein de joie.",terror,positivity
4603,Angry,Je suis venu ici très irrité contre un grand nombre d'hommes et de femmes sur la face de la terre nourricière.,ecstasy,positivity
4604,Joy,je le renverrai plein de joie.,melancholy,positivity
4605,e_25,"– Certes, tu es Odysseus mon cher enfant ! Je ne t'ai point reconnu avant d'avoir touché tout mon maître.",ecstasy,positivity
4606,Joy,"– Certes, tu es Odysseus mon cher enfant ! Je ne t'ai point reconnu avant d'avoir touché tout mon maître.",ecstasy,positivity
4607,e_25,"– Nourrice, pourquoi veux-tu me perdre, toi qui m'as nourri toi-même de ta mamelle ? Maintenant, voici qu'ayant subi bien des maux, j'arrive après vingt ans dans la terre de la patrie. Mais, puisque tu m'as reconnu, et qu'un dieu te l'a inspiré, tais-toi, et que personne ne t'entende, car je te le dis, et ma parole s'accomplira : Si un dieu tue par mes mains les prétendants insolents, je ne t'épargnerai même pas, bien que tu sois ma nourrice, quand je tuerai les autres servantes dans mes demeures.",ecstasy,positivity
4608,Angry,"Nourrice, pourquoi veux-tu me perdre, toi qui m'as nourri toi-même de ta mamelle ? Maintenant, voici qu'ayant subi bien des maux, j'arrive après vingt ans dans la terre de la patrie. Mais, puisque tu m'as reconnu, et qu'un dieu te l'a inspiré, tais-toi, et que personne ne t'entende, car je te le dis, et ma parole s'accomplira : Si un dieu tue par mes mains les prétendants insolents, je ne t'épargnerai même pas, bien que tu sois ma nourrice, quand je tuerai les autres servantes dans mes demeures.",ecstasy,positivity
4609,e_25,"– Mon enfant, quelle parole s'échappe d'entre tes dents ? Tu sais que mon âme est constante et ferme. Je me tairai comme la pierre ou le fer. Mais je te dirai autre chose ; garde mes paroles dans ton esprit : Si un dieu dompte par tes mains les prétendants insolents, je t'indiquerai dans les demeures les femmes qui te méprisent et celles qui sont innocentes.",ecstasy,positivity
4610,Surprise,"– Mon enfant, quelle parole s'échappe d'entre tes dents ?",ecstasy,positivity
4611,Calmness,"Tu sais que mon âme est constante et ferme. Je me tairai comme la pierre ou le fer. Mais je te dirai autre chose ; garde mes paroles dans ton esprit : Si un dieu dompte par tes mains les prétendants insolents, je t'indiquerai dans les demeures les femmes qui te méprisent et celles qui sont innocentes.",ecstasy,positivity
4612,e_25,"– Nourrice, pourquoi me les indiquerais-tu ? Il n'en est pas besoin. J'en jugerai moi-même et je les reconnaîtrai. Garde le silence et remets le reste aux dieux.",grief,positivity
4613,Calmness,"Nourrice, pourquoi me les indiquerais-tu ? Il n'en est pas besoin. J'en jugerai moi-même et je les reconnaîtrai. Garde le silence et remets le reste aux dieux.",grief,positivity
